Jaurès,1902,7B,Face au 2 place de Stalingrad - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller
Javel-André-Citroen,1903,10,Rue de la Convention - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Jourdain,1905,11,7 rue du Jourdain - 75120,(MAIRIE DES LILAS <-> CHATELET) - Aller
Jules Joffrin,1906,12,2 place Jules Joffrin - 75118,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Jussieu,1907,7,39 rue Liné - 75105,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Jussieu,1908,10,39 rue Liné - 75105,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Kléber,1909,6,15 avenue Kléber - 75116,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
La Chapelle,1910,2,Rue du Faubourg Saint Denis - 75110,(NATION <-> PORTE DAUPHINE) - Aller
La Courneuve-8-Mai-1945,1911,7,Place du 8 Mai 1945 - 93027,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
La Motte-Picquet-Grenelle,1916,10,Face au 130-113 boulevard de Grenelle - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
La Muette,1917,9,5 avenue Mozart - 75116,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Lamarck-Caulaincourt,1920,12,Lamarck (53/53 bis rue) - 75118,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Laumière,1922,5,av. Jean Jaurès - 75119,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Le Kremlin-Bicêtre,1925,7,Hôpital Kremlin Bicêtre - 94043,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Dupleix,1926,6,Boulevard de Grenelle - 75115,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Duroc,1927,10,bd du Montparnasse - 75107,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Duroc,1928,13,bd du Montparnasse - 75107,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Edgar-Quinet,1930,6,Place Edgar Quinet) - 75114,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Eglise de Pantin,1932,5,Rue Charles Auffrey - 93055,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Esplanade de la Défense,1933,1,Quartier Saisons - 92062,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Etienne Marcel,1934,4,14 rue Turbigo - 75101,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Europe,1935,3,1 rue de Madrid - 75108,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Exelmans,1936,9,Hôpital Henry Dunant - 75116,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Falguière,1938,12,138 rue du Cherche-Midi - 75115,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Fort d'Aubervilliers,1944,7,Gare routière - 93001,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Franklin-Roosevelt,1945,1,Palais de la Découverte - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Franklin-Roosevelt,1946,9,Palais de la Découverte - 75108,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Gabriel-Péri,1947,13,Gare routière - 92004,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Gaîté,1948,13,Rue de la Gaîté - 75114,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Gallieni (Parc de Bagnolet),1949,3,Gare routière - 93006,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Gambetta,1950,3,Père-Lachaise - 75120,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Gare d'Austerlitz,1951,5,SNCF/RER C grandes lignes et banlieue - 75113,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Gare d'Austerlitz,1952,10,SNCF/RER C grandes lignes et banlieue - 75113,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Gare de l'Est (Verdun),1953,4,Sortie - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Gare de l'Est (Verdun),1954,7,Sortie - 75110,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Gare de Lyon,1955,1,Rue de Bercy - 75112,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Gare du Nord,1957,4,Rue du Faubourg St Denis - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Gare du Nord,1958,5,Rue du Faubourg St Denis - 75110,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Garibaldi,1959,13,Avenue Gabriel Péri - 93070,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
George V,1961,1,118 avenue des Champs-Elysées - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Glacière,1962,6,Face au 124 boulevard Auguste Blanqui - 75113,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Goncourt (Hôpital Saint-Louis),1963,11,152 avenue Parmentier - 75110,(MAIRIE DES LILAS <-> CHATELET) - Aller
Châtelet,1964,4,Théâtre du Châtelet - 75101,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Châtelet,1965,11,Théâtre du Châtelet - 75101,(MAIRIE DES LILAS <-> CHATELET) - Aller
Châtelet,1966,7,Théâtre du Châtelet - 75101,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Châtillon Montrouge,1969,13,r. de l'Avenir - 92020,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Chaussée d'Antin (La Fayette),1971,7,Rue La Fayette - 75109,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Chaussée d'Antin (La Fayette),1972,9,Rue La Fayette - 75109,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Chevaleret,1974,6,Terre-plein face au 79 boulevard Vincent Auriol - 75113,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Cité,1975,4,2 Place Louis Lepine - 75104,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Cluny-La Sorbonne,1977,10,Rue Saint Jacques - 75105,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Colonel Fabien,1978,2,Tterre-plein face au 83 boulevard de la Villette - 75110,(NATION <-> PORTE DAUPHINE) - Aller
Concorde,1980,1,Place de la Concorde - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Concorde,1982,12,Place de la Concorde - 75108,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Convention,1984,12,337 rue de Vaugirard - 75115,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Corentin-Cariou,1985,7,avenue Corentin Cariou - 75119,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Corentin-Celton,1986,12,Rue Ernest Renan - 92040,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Corvisart,1987,6,Boulevard Auguste Blanqui - 75113,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Courcelles,1989,2,Boulevard de Courcelles - 75108,(NATION <-> PORTE DAUPHINE) - Aller
Croix-de-Chavaux (Jacques Duclos),1993,9,Rue de Paris - 93048,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Denfert-Rochereau,1996,4,2 avenue du Général Leclerc - 75114,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Denfert-Rochereau,1997,6,2 avenue du Général Leclerc - 75114,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Bonne Nouvelle,2001,9,Boulevard de Bonne Nouvelle - 75109,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Botzaris,2002,7B,80 rue Botzaris - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller
Boulogne-Jean-Jaurès,2004,10,Rue du Chateau - 92012,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Boulogne Pont de Saint-Cloud,2005,10,Musée Albert Kahn - 92012,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Bourse,2007,3,Rue Notre-Dame des Victoires - 75102,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Bréguet-Sabin,2008,5,Boulevard Richard Lenoir - 75111,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Brochant,2009,13,Marché des Batignolles - 75117,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Buttes-Chaumont,2013,7B,28 rue Botzaris - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller
Buzenval,2014,9,51 rue de Buzenval - 75120,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Cadet,2015,7,Terre-plein face au 65 rue La Fayette - 75109,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Cambronne,2016,6,2 Boulevard Garibaldi Côté des N° pairs - 75115,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Campo-Formio,2017,5,106-112 boulevard de l' Hôpital - 75113,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Cardinal-Lemoine,2018,10,55 rue du Cardinal Lemoine - 75105,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Censier-Daubenton,2020,7,96 rue Monge - 75105,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Champs-Elysées-Clémenceau,2025,13,Clémenceau (place) - 75108,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Aller
Chardon-Lagache,2026,10,11 rue Chardon Lagache - 75116,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Charles de Gaulle-Etoile,2028,1,Place Charles de Gaulle - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Charles de Gaulle-Etoile,2029,2,Place Charles de Gaulle - 75108,(NATION <-> PORTE DAUPHINE) - Aller
Charles de Gaulle-Etoile,2030,6,Place Charles de Gaulle - 75108,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Charles Michels,2031,10,36 rue des Entrepreneurs - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Charonne,2032,9,188 boulevard Voltaire - 75111,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Château Rouge,2033,4,Rue Custine - 75118,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Château d'Eau,2034,4,Boulevard de Strasbourg - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Château de Vincennes,2035,1,Gare routière - 94080,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Châtelet,2036,1,Théâtre du Châtelet - 75101,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Abbesses,2037,12,Place des Abbesses - 75118,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Alésia,2040,4,Place Victor et Hélène Basch - 75114,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Alexandre-Dumas,2041,2,111 boulevard de Charonne - 75111,(NATION <-> PORTE DAUPHINE) - Aller
Alma-Marceau,2043,9,Pont de l'Alma - 75116,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Anatole-France,2044,3,Rue Voltaire - 92044,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Anvers,2046,2,68 boulevard Rochechouart - 75118,(NATION <-> PORTE DAUPHINE) - Aller
Argentine,2048,1,Rue des Acacias - 75117,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Arts-et-Métiers,2050,3,Rue des Vertus - 75103,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller
Arts-et-Métiers,2051,11,Rue des Vertus - 75103,(MAIRIE DES LILAS <-> CHATELET) - Aller
Assemblée Nationale,2052,12,Angle avec le 239 bd Saint-Germain et la rue de Courty - 75107,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Aller
Aubervilliers Pantin (4 Chemins),2055,7,80 avenue Jean Jaurès - 93001,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Avenue Emile-Zola,2057,10,Rue du Commerce - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Aller
Avron,2058,2,Terre-plein face au 35 boulevard de Charonne - 75111,(NATION <-> PORTE DAUPHINE) - Aller
Barbès-Rochechouart,2061,4,Boulevard de la Chapelle - 75109,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Aller
Bastille,2062,1,Rue de la Roquette - 75104,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Bastille,2063,5,Rue de la Roquette - 75104,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Bel-Air,2065,6,34 boulevard de Picpus - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Belleville,2066,11,Terre-plein face au 1 boulevard de la Villette - 75119,(MAIRIE DES LILAS <-> CHATELET) - Aller
Bérault,2067,1,98 avenue de Paris - 94080,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Bercy,2068,6,Rue de Bercy - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Bir-Hakeim (Grenelle),2069,6,Tour Eiffel - 75115,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Blanche,2071,2,Terre-plein face au 59 boulevard de Clichy - 75118,(NATION <-> PORTE DAUPHINE) - Aller
Bobigny-Pantin (Raymond Queneau),2072,5,7 rue de Paris - 93008,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Boissière,2073,6,57 avenue Kléber - 75116,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Bolivar,2075,7B,125 avenue Simon Bolivar - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Aller
Gare de l'Est (Verdun),2076,5,Sortie - 75110,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Couronnes,2079,2,Belleville (37 boulevard de) - 75111,(NATION <-> PORTE DAUPHINE) - Aller
Crimée,2080,7,Rue de Crimée - 75119,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Daumesnil (Félix Eboué),2081,6,Place Félix Eboué - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Dugommier,2082,6,3 boulevard de Reuilly - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Aller
Champs-Elysées-Clémenceau,2083,1,Clémenceau (place) - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Aller
Château Landon,2085,7,188 rue du Faubourg Saint-Martin - 75110,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Aller
Barbès-Rochechouart,2086,2,Boulevard de la Chapelle - 75109,(NATION <-> PORTE DAUPHINE) - Aller
Belleville,2087,2,Terre-plein face au 1 boulevard de la Villette - 75119,(NATION <-> PORTE DAUPHINE) - Aller
Billancourt,2088,9,88 bis avenue du Général Leclerc - 92012,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Aller
Bobigny-Pablo-Picasso,2089,5,Préfecture Trésorerie - 93008,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller
Crimée,2093,7,Rue de Crimée - 75119,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Daumesnil (Félix Eboué),2094,6,Place Félix Eboué - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Anvers,2096,2,68 boulevard Rochechouart - 75118,(NATION <-> PORTE DAUPHINE) - Retour
Argentine,2098,1,Rue des Acacias - 75117,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Arts-et-Métiers,2099,3,Rue des Vertus - 75103,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour
Arts-et-Métiers,2100,11,Rue des Vertus - 75103,(MAIRIE DES LILAS <-> CHATELET) - Retour
Assemblée Nationale,2101,12,Angle avec le 239 bd Saint-Germain et la rue de Courty - 75107,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Retour
Aubervilliers Pantin (4 Chemins),2104,7,80 avenue Jean Jaurès - 93001,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Avenue Emile-Zola,2106,10,Rue du Commerce - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Avron,2107,2,Terre-plein face au 35 boulevard de Charonne - 75111,(NATION <-> PORTE DAUPHINE) - Retour
Barbès-Rochechouart,2110,4,Boulevard de la Chapelle - 75109,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Bastille,2111,1,Rue de la Roquette - 75104,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Bastille,2112,5,Rue de la Roquette - 75104,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Bel-Air,2114,6,34 boulevard de Picpus - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Belleville,2115,11,Terre-plein face au 1 boulevard de la Villette - 75119,(MAIRIE DES LILAS <-> CHATELET) - Retour
Bérault,2116,1,98 avenue de Paris - 94080,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Bercy,2117,6,Rue de Bercy - 75112,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Bir-Hakeim (Grenelle),2118,6,Tour Eiffel - 75115,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Blanche,2120,2,Terre-plein face au 59 boulevard de Clichy - 75118,(NATION <-> PORTE DAUPHINE) - Retour
Bobigny-Pantin (Raymond Queneau),2121,5,7 rue de Paris - 93008,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Boissière,2122,6,57 avenue Kléber - 75116,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Bolivar,2124,7B,125 avenue Simon Bolivar - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour
Gare de l'Est (Verdun),2125,5,Sortie - 75110,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Couronnes,2128,2,Belleville (37 boulevard de) - 75111,(NATION <-> PORTE DAUPHINE) - Retour
Buttes-Chaumont,2132,7B,28 rue Botzaris - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour
Buzenval,2133,9,51 rue de Buzenval - 75120,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Cadet,2134,7,Terre-plein face au 65 rue La Fayette - 75109,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Cambronne,2135,6,2 Boulevard Garibaldi Côté des N° pairs - 75115,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Campo-Formio,2136,5,106-112 boulevard de l' Hôpital - 75113,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Cardinal-Lemoine,2137,10,55 rue du Cardinal Lemoine - 75105,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Censier-Daubenton,2139,7,96 rue Monge - 75105,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Champs-Elysées-Clémenceau,2144,13,Clémenceau (place) - 75108,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour
Charles de Gaulle-Etoile,2147,1,Place Charles de Gaulle - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Charles de Gaulle-Etoile,2148,2,Place Charles de Gaulle - 75108,(NATION <-> PORTE DAUPHINE) - Retour
Charles de Gaulle-Etoile,2149,6,Place Charles de Gaulle - 75108,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Charles Michels,2150,10,36 rue des Entrepreneurs - 75115,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Charonne,2151,9,188 boulevard Voltaire - 75111,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Château Rouge,2152,4,Rue Custine - 75118,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Château d'Eau,2153,4,Boulevard de Strasbourg - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Château de Vincennes,2154,1,Gare routière - 94080,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Châtelet,2155,1,Théâtre du Châtelet - 75101,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Abbesses,2156,12,Place des Abbesses - 75118,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Retour
Alésia,2159,4,Place Victor et Hélène Basch - 75114,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Alexandre-Dumas,2160,2,111 boulevard de Charonne - 75111,(NATION <-> PORTE DAUPHINE) - Retour
Alma-Marceau,2162,9,Pont de l'Alma - 75116,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Anatole-France,2163,3,Rue Voltaire - 92044,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour
Bréguet-Sabin,2164,5,Boulevard Richard Lenoir - 75111,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Brochant,2165,13,Marché des Batignolles - 75117,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour
Cluny-La Sorbonne,2167,10,Rue Saint Jacques - 75105,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Colonel Fabien,2168,2,Tterre-plein face au 83 boulevard de la Villette - 75110,(NATION <-> PORTE DAUPHINE) - Retour
Concorde,2170,1,Place de la Concorde - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Concorde,2172,12,Place de la Concorde - 75108,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Retour
Convention,2174,12,337 rue de Vaugirard - 75115,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Retour
Corentin-Cariou,2175,7,avenue Corentin Cariou - 75119,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Corentin-Celton,2176,12,Rue Ernest Renan - 92040,(MAIRIE D'ISSY <-> FRONT POPULAIRE) - Retour
Corvisart,2177,6,Boulevard Auguste Blanqui - 75113,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Courcelles,2179,2,Boulevard de Courcelles - 75108,(NATION <-> PORTE DAUPHINE) - Retour
Croix-de-Chavaux (Jacques Duclos),2183,9,Rue de Paris - 93048,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Denfert-Rochereau,2185,4,2 avenue du Général Leclerc - 75114,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Denfert-Rochereau,2186,6,2 avenue du Général Leclerc - 75114,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
Bonne Nouvelle,2190,9,Boulevard de Bonne Nouvelle - 75109,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Botzaris,2191,7B,80 rue Botzaris - 75119,(PRE-SAINT-GERVAIS <-> LOUIS BLANC) - Retour
Boulogne-Jean-Jaurès,2193,10,Rue du Chateau - 92012,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Boulogne Pont de Saint-Cloud,2194,10,Musée Albert Kahn - 92012,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Bourse,2196,3,Rue Notre-Dame des Victoires - 75102,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour
Fort d'Aubervilliers,2199,7,Gare routière - 93001,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Franklin-Roosevelt,2200,1,Palais de la Découverte - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Franklin-Roosevelt,2201,9,Palais de la Découverte - 75108,(PONT DE SEVRES <-> MAIRIE DE MONTREUIL) - Retour
Gabriel-Péri,2202,13,Gare routière - 92004,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour
Gaîté,2203,13,Rue de la Gaîté - 75114,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour
Gallieni (Parc de Bagnolet),2204,3,Gare routière - 93006,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour
Gambetta,2205,3,Père-Lachaise - 75120,(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour
Gare d'Austerlitz,2206,5,SNCF/RER C grandes lignes et banlieue - 75113,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Gare d'Austerlitz,2207,10,SNCF/RER C grandes lignes et banlieue - 75113,(BOULOGNE - PONT DE SAINT CLOUD <-> GARE D'AUSTERLITZ) - Retour
Gare de l'Est (Verdun),2208,4,Sortie - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Gare de l'Est (Verdun),2209,7,Sortie - 75110,(LA COURNEUVE - 8 MAI 1945 <-> VILLEJUIF-L. ARAGON / MAIRIE D'IVRY) - Retour
Gare de Lyon,2210,1,Rue de Bercy - 75112,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Gare du Nord,2212,4,Rue du Faubourg St Denis - 75110,(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour
Gare du Nord,2213,5,Rue du Faubourg St Denis - 75110,(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour
Garibaldi,2214,13,Avenue Gabriel Péri - 93070,(CHATILLON - MONTROUGE <-> ST-DENIS-UNIVERSITE/LES COURTILLES) - Retour
George V,2216,1,118 avenue des Champs-Elysées - 75108,(CHATEAU DE VINCENNES <-> LA DEFENSE) - Retour
Glacière,2217,6,Face au 124 boulevard Auguste Blanqui - 75113,(NATION <-> CHARLES DE GAULLE - ETOILE) - Retour
